theme,color,total_quantity
Super Heroes Marvel,Opal Trans-Brown,80
Super Heroes Marvel,Opal Trans-Clear,2
Super Heroes Marvel,Opal Trans-Light Blue,5
Super Heroes Marvel,Opal Trans-Purple,6
Super Heroes Marvel,Orange,117
Super Heroes Marvel,Pearl Gold,354
Super Heroes Marvel,Pearl Titanium,113
Super Heroes Marvel,Red,534
Super Heroes Marvel,Reddish Brown,271
Super Heroes Marvel,Reddish Orange,1
Super Heroes Marvel,Sand Blue,146
Super Heroes Marvel,Sand Green,219
Super Heroes Marvel,Tan,255
Super Heroes Marvel,Trans-Bright Green,1
Super Heroes Marvel,Trans-Brown,82
Super Heroes Marvel,Trans-Clear,121
Super Heroes Marvel,Trans-Dark Blue,43
Super Heroes Marvel,Trans-Dark Pink,57
Super Heroes Marvel,Trans-Green,11
Super Heroes Marvel,Trans-Light Blue,208
Super Heroes Marvel,Trans-Neon Green,22
Super Heroes Marvel,Trans-Orange,148
Super Heroes Marvel,Trans-Purple,222
Super Heroes Marvel,Trans-Red,78
Super Heroes Marvel,Trans-Yellow,29
Super Heroes Marvel,White,517
Super Heroes Marvel,Yellow,214
Super Heroes Marvel,Yellowish Green,16
Super Heroes Marvel,[No Color/Any Color],32
Super Mario,Black,6103
Super Mario,Blue,2300
Super Mario,Bright Green,1432
Super Mario,Bright Light Blue,82
Super Mario,Bright Light Orange,670
Super Mario,Bright Light Yellow,186
Super Mario,Bright Pink,367
Super Mario,Coral,62
Super Mario,Dark Azure,422
Super Mario,Dark Blue,321
Super Mario,Dark Bluish Gray,3800
Super Mario,Dark Brown,172
Super Mario,Dark Green,239
Super Mario,Dark Orange,929
Super Mario,Dark Pink,360
Super Mario,Dark Purple,436
Super Mario,Dark Red,418
Super Mario,Dark Tan,425
Super Mario,Dark Turquoise,81
Super Mario,Flat Silver,47
Super Mario,Green,1903
Super Mario,Lavender,15
Super Mario,Light Aqua,57
Super Mario,Light Bluish Gray,6516
Super Mario,Light Nougat,281
Super Mario,Lime,713
Super Mario,Magenta,94
Super Mario,Medium Azure,280
Super Mario,Medium Blue,211
Super Mario,Medium Lavender,120
Super Mario,Medium Nougat,1120
Super Mario,Metallic Gold,1
Super Mario,Nougat,7
Super Mario,Olive Green,46
Super Mario,Opal Trans-Clear,2
Super Mario,Opal Trans-Dark Pink,2
Super Mario,Opal Trans-Light Blue,12
Super Mario,Orange,671
Super Mario,Pearl Gold,278
Super Mario,Pearl Titanium,43
Super Mario,Red,3216
Super Mario,Reddish Brown,3350
Super Mario,Reddish Orange,6
Super Mario,Sand Blue,15
Super Mario,Sand Green,154
Super Mario,Tan,3216
Super Mario,Trans-Black,4
Super Mario,Trans-Bright Green,36
Super Mario,Trans-Brown,2
Super Mario,Trans-Clear,205
Super Mario,Trans-Dark Pink,13
Super Mario,Trans-Green,3
Super Mario,Trans-Light Blue,209
Super Mario,Trans-Orange,319
Super Mario,Trans-Purple,15
Super Mario,Trans-Red,49
Super Mario,Trans-Yellow,34
Super Mario,White,5312
Super Mario,Yellow,3742
Super Mario,Yellowish Green,12
Super Mario,[No Color/Any Color],16
Superman,Black,295
Superman,Blue,201
Superman,Dark Bluish Gray,255
Superman,Dark Green,1
Superman,Dark Purple,52
Superman,Dark Tan,28
Superman,Flat Silver,11
Superman,Green,133
Superman,Light Bluish Gray,190
Superman,Lime,4
Superman,Metallic Silver,25
Superman,Pearl Gold,3
Superman,Pearl Titanium,16
Superman,Red,154
Superman,Tan,72
Superman,Trans-Bright Green,41
Superman,Trans-Brown,7
Superman,Trans-Clear,36
Superman,Trans-Green,29
Superman,Trans-Orange,10
Superman,Trans-Red,9
Superman,White,6
Superman,Yellow,81
Superman,[No Color/Any Color],7
Supplemental,Black,2500
Supplemental,Blue,2252
Supplemental,Bright Green,10
Supplemental,Dark Bluish Gray,243
Supplemental,Dark Gray,75
Supplemental,Dark Green,2
Supplemental,Dark Tan,4
Supplemental,Green,692
Supplemental,Light Bluish Gray,177
Supplemental,Light Gray,1120
Supplemental,Lime,24
Supplemental,Medium Blue,24
Supplemental,Metal,8
Supplemental,Metallic Silver,14
Supplemental,Milky White,21
Supplemental,Orange,24
Supplemental,Pearl Light Gray,18
Supplemental,Purple,13
Supplemental,Red,4215
Supplemental,Reddish Brown,2
Supplemental,Tan,6
Supplemental,Trans-Clear,1051
Supplemental,Trans-Dark Blue,12
Supplemental,Trans-Green,15
Supplemental,Trans-Light Blue,25
Supplemental,Trans-Neon Green,2
Supplemental,Trans-Neon Orange,3
Supplemental,Trans-Red,16
Supplemental,Trans-Yellow,17
Supplemental,Very Light Bluish Gray,1
Supplemental,White,3553
Supplemental,Yellow,1813
Supplemental,[No Color/Any Color],18
System,Black,813
System,Blue,994
System,Green,168
System,Light Gray,422
System,Milky White,5
System,Red,2315
System,Trans-Clear,322
System,Vintage Blue,24
System,Vintage Green,32
System,Vintage Red,31
System,Vintage Yellow,24
System,White,1789
System,Yellow,740
Tabletop Games and Puzzles,Black,127
Tabletop Games and Puzzles,Blue,45
Tabletop Games and Puzzles,Bright Green,1
Tabletop Games and Puzzles,Bright Light Blue,1
Tabletop Games and Puzzles,Bright Light Orange,4
Tabletop Games and Puzzles,Bright Light Yellow,7
Tabletop Games and Puzzles,Bright Pink,3
Tabletop Games and Puzzles,Brown,3
Tabletop Games and Puzzles,Chrome Gold,1
Tabletop Games and Puzzles,Chrome Silver,6
Tabletop Games and Puzzles,Coral,3
Tabletop Games and Puzzles,Dark Azure,1
Tabletop Games and Puzzles,Dark Blue,4
Tabletop Games and Puzzles,Dark Bluish Gray,13
Tabletop Games and Puzzles,Dark Gray,3
Tabletop Games and Puzzles,Dark Orange,45
Tabletop Games and Puzzles,Dark Pink,5
Tabletop Games and Puzzles,Dark Purple,13
Tabletop Games and Puzzles,Dark Red,3
Tabletop Games and Puzzles,Dark Tan,46
Tabletop Games and Puzzles,Dark Turquoise,6
Tabletop Games and Puzzles,Flat Silver,1
Tabletop Games and Puzzles,Glitter Trans-Dark Pink,1
Tabletop Games and Puzzles,Green,57
Tabletop Games and Puzzles,Lavender,1
Tabletop Games and Puzzles,Light Aqua,3
Tabletop Games and Puzzles,Light Bluish Gray,13
Tabletop Games and Puzzles,Light Gray,17
Tabletop Games and Puzzles,Lime,30
Tabletop Games and Puzzles,Magenta,13
Tabletop Games and Puzzles,Medium Azure,20
Tabletop Games and Puzzles,Medium Lavender,1
Tabletop Games and Puzzles,Olive Green,2
Tabletop Games and Puzzles,Orange,16
Tabletop Games and Puzzles,Pearl Gold,20
Tabletop Games and Puzzles,Red,70
Tabletop Games and Puzzles,Reddish Brown,50
Tabletop Games and Puzzles,Tan,52
Tabletop Games and Puzzles,Trans-Bright Green,3
Tabletop Games and Puzzles,Trans-Clear,5
Tabletop Games and Puzzles,Trans-Dark Blue,6
Tabletop Games and Puzzles,Trans-Dark Pink,5
Tabletop Games and Puzzles,Trans-Light Blue,9
Tabletop Games and Puzzles,Trans-Neon Green,3
Tabletop Games and Puzzles,Trans-Neon Orange,4
Tabletop Games and Puzzles,Trans-Red,6
Tabletop Games and Puzzles,Trans-Yellow,2
Tabletop Games and Puzzles,White,103
Tabletop Games and Puzzles,Yellow,38
Tabletop Games and Puzzles,Yellowish Green,4
Tabletop Games and Puzzles,[No Color/Any Color],15
Team GB,Black,1
Team GB,Blue,2
Team GB,Flat Silver,2
Team GB,Tan,1
Team GB,White,12
Technic,Black,146358
Technic,Blue,43219
Technic,Bright Green,513
Technic,Bright Light Orange,403
Technic,Bright Pink,17
Technic,Chrome Silver,8
Technic,Coral,14
Technic,Dark Azure,902
Technic,Dark Blue,1235
Technic,Dark Bluish Gray,26187
Technic,Dark Brown,12
Technic,Dark Gray,1494
Technic,Dark Green,38
Technic,Dark Orange,32
Technic,Dark Pink,1
Technic,Dark Purple,53
Technic,Dark Red,4
Technic,Dark Tan,1097
Technic,Dark Turquoise,320
Technic,Flat Silver,424
Technic,Glow in Dark White,13
Technic,Green,1228
Technic,Light Bluish Gray,57881
Technic,Light Gray,23374
Technic,Lime,2013
Technic,Magenta,30
Technic,Medium Azure,98
Technic,Medium Blue,170
Technic,Medium Nougat,12
Technic,Metallic Gold,66
Technic,Metallic Green,23
Technic,Metallic Silver,333
Technic,Milky White,8
Technic,Olive Green,412
Technic,Opal Trans-Purple,5
Technic,Orange,3563
Technic,Pearl Dark Gray,34
Technic,Pearl Gold,200
Technic,Pearl Light Gray,180
Technic,Pearl Titanium,97
Technic,Purple,1
Technic,Red,32567
Technic,Reddish Brown,2091
Technic,Reddish Orange,545
Technic,Rust,6
Technic,Sand Blue,15
Technic,Sand Green,13
Technic,Tan,6300
Technic,Trans-Black,3
Technic,Trans-Bright Green,2
Technic,Trans-Brown,51
Technic,Trans-Clear,1812
Technic,Trans-Dark Blue,109
Technic,Trans-Green,78
Technic,Trans-Light Blue,118
Technic,Trans-Medium Blue,6
Technic,Trans-Neon Green,12
Technic,Trans-Neon Orange,40
Technic,Trans-Orange,792
Technic,Trans-Red,884
Technic,Trans-Yellow,205
Technic,Vibrant Yellow,50
Technic,White,11311
Technic,Yellow,21389
Technic,Yellowish Green,10
Technic,[No Color/Any Color],779
Teenage Mutant Ninja Turtles,Black,1176
Teenage Mutant Ninja Turtles,Blue,103
Teenage Mutant Ninja Turtles,Bright Green,2
Teenage Mutant Ninja Turtles,Chrome Silver,6
Teenage Mutant Ninja Turtles,Dark Blue,22
Teenage Mutant Ninja Turtles,Dark Bluish Gray,1199
Teenage Mutant Ninja Turtles,Dark Brown,17
Teenage Mutant Ninja Turtles,Dark Green,1
Teenage Mutant Ninja Turtles,Dark Orange,19
Teenage Mutant Ninja Turtles,Dark Pink,10
Teenage Mutant Ninja Turtles,Dark Purple,40
Teenage Mutant Ninja Turtles,Dark Red,73
Teenage Mutant Ninja Turtles,Dark Tan,97
Teenage Mutant Ninja Turtles,Flat Silver,255
Teenage Mutant Ninja Turtles,Glow in Dark White,17
Teenage Mutant Ninja Turtles,Green,104
Teenage Mutant Ninja Turtles,Light Bluish Gray,1451
Teenage Mutant Ninja Turtles,Lime,48
Teenage Mutant Ninja Turtles,Magenta,23
Teenage Mutant Ninja Turtles,Medium Nougat,21
Teenage Mutant Ninja Turtles,Olive Green,269
Teenage Mutant Ninja Turtles,Orange,14
Teenage Mutant Ninja Turtles,Pearl Gold,25
Teenage Mutant Ninja Turtles,Pearl Titanium,2
Teenage Mutant Ninja Turtles,Red,356
Teenage Mutant Ninja Turtles,Reddish Brown,355
Teenage Mutant Ninja Turtles,Tan,179
Teenage Mutant Ninja Turtles,Trans-Bright Green,5
Teenage Mutant Ninja Turtles,Trans-Brown,18
Teenage Mutant Ninja Turtles,Trans-Clear,118
Teenage Mutant Ninja Turtles,Trans-Dark Blue,5
Teenage Mutant Ninja Turtles,Trans-Dark Pink,18
Teenage Mutant Ninja Turtles,Trans-Green,4
Teenage Mutant Ninja Turtles,Trans-Light Blue,50
Teenage Mutant Ninja Turtles,Trans-Neon Green,90
Teenage Mutant Ninja Turtles,Trans-Neon Orange,7
Teenage Mutant Ninja Turtles,Trans-Orange,32
Teenage Mutant Ninja Turtles,Trans-Purple,5
Teenage Mutant Ninja Turtles,Trans-Red,67
Teenage Mutant Ninja Turtles,Trans-Yellow,37
Teenage Mutant Ninja Turtles,White,215
Teenage Mutant Ninja Turtles,Yellow,634
Teenage Mutant Ninja Turtles,[No Color/Any Color],15
Thanksgiving,Black,182
Thanksgiving,Blue,7
Thanksgiving,Bright Green,13
Thanksgiving,Bright Light Orange,35
Thanksgiving,Bright Pink,4
Thanksgiving,Brown,26
Thanksgiving,Dark Azure,2
Thanksgiving,Dark Bluish Gray,16
Thanksgiving,Dark Brown,10
Thanksgiving,Dark Green,15
Thanksgiving,Dark Orange,21
Thanksgiving,Dark Pink,1
Thanksgiving,Dark Red,30
Thanksgiving,Dark Tan,26
Thanksgiving,Flat Silver,6
Thanksgiving,Green,14
Thanksgiving,Light Bluish Gray,77
Thanksgiving,Lime,8
Thanksgiving,Magenta,4
Thanksgiving,Medium Blue,1
Thanksgiving,Medium Nougat,14
Thanksgiving,Metallic Gold,1
Thanksgiving,Nougat,3
Thanksgiving,Orange,39
Thanksgiving,Pearl Gold,13
Thanksgiving,Red,67
Thanksgiving,Reddish Brown,225
Thanksgiving,Sand Blue,8
Thanksgiving,Tan,64
Thanksgiving,Trans-Brown,1
Thanksgiving,Trans-Clear,7
Thanksgiving,Trans-Dark Blue,3
Thanksgiving,Trans-Green,1
Thanksgiving,Trans-Orange,1
Thanksgiving,White,112
Thanksgiving,Yellow,67
Thanksgiving,[No Color/Any Color],1
The Hobbit,Black,1015
The Hobbit,Blue,25
The Hobbit,Bright Green,31
The Hobbit,Bright Light Orange,2
The Hobbit,Chrome Gold,15
The Hobbit,Dark Bluish Gray,1396
The Hobbit,Dark Brown,364
The Hobbit,Dark Green,91
The Hobbit,Dark Orange,7
The Hobbit,Dark Red,129
The Hobbit,Dark Tan,193
The Hobbit,Flat Silver,100
