fig_num,num_distinct_colors,fig_name,num_parts
fig-002236,19,Dragon Fortress Guard,4
fig-002237,19,Emperor Chang Wu with Cape,4
fig-002238,6,Space Police III - Officer,6
fig-002239,19,Dragon Fortress Guardian with Bat Helmet,5
fig-002240,19,Pippin Reed (Pilot),5
fig-002241,18,Scorpion Palace Guard,4
fig-002242,18,Maharaja Lallu,4
fig-002243,18,Dr. Kilroy,4
fig-002244,13,Lord Sam Sinister (Pilot),5
fig-002245,11,Dragon Fortress Guard with Quiver,5
fig-002246,11,Babloo,4
fig-002247,11,Pippin Reed,4
fig-002248,12,Pippin Reed in Jacket,4
fig-002249,15,Dr. Kilroy with White Legs,4
fig-002250,44,"Skeleton, Evil Face, Ball Joint Arms",6
fig-002251,18,Señor (Senor) Palomar,4
fig-002252,18,Gabarros,5
fig-002253,14,Space Police III - Brick Daddy,4
fig-002254,22,Space Police III - Jawson,3
fig-002255,14,Space Police III - Officer,6
fig-002256,24,Space Police III - Skull Twin,4
fig-002257,18,Space Police III - Officer,6
fig-002258,13,Ngan Pa,4
fig-002259,13,Sherpa Sangye Dorje with Backpack,5
fig-002260,27,Dr. Inferno,5
fig-002261,18,Space Police III - Frenzy,5
fig-002262,21,Fire Arm,4
fig-002263,21,Claw-Dette,5
fig-002264,27,Agent Trace,4
fig-002265,27,Agent Fuse,4
fig-002266,21,Agent Chase with Helmet,5
fig-002267,15,Space Police III - Kranxx,3
fig-002268,13,Space Police III - Slizer,4
fig-002269,24,Slime Face,5
fig-002270,29,Break Jaw,4
fig-002271,13,Space Police III - Classic Space Statue,5
fig-002272,13,Space Police III - Officer,5
fig-002273,24,Agent Chase (Diver) - Dual Sided Head,6
fig-002274,13,Space Police III - Officer,5
fig-002275,26,Agent Charge,4
fig-002276,13,Space Police III - Officer,5
fig-002277,11,Space Police III - Officer,6
fig-002278,24,Space Police III - Snake - With Visor,5
fig-002279,11,Space Police III - Officer,5
fig-002280,27,Agent Chase,4
fig-002281,9,Space Police III - Rench,3
fig-002282,20,Space Police III - Officer,6
fig-002283,22,Gold Tooth with Helmet,5
fig-002284,18,Space Police III - Squidtron,3
fig-002285,19,Space Police III - Craniac,4
fig-002286,22,Spy Clops,19
fig-002287,19,Space Police III - Officer,7
fig-002288,19,Space Police III - Officer,6
fig-002289,5,Space Police III - Snake,4
fig-002290,22,Henchman,4
fig-002291,18,Spy Clops with Pearl Light Gray Legs,21
fig-002292,25,Space Police III - Squidman,4
fig-002293,11,Space Police III - Officer,5
fig-002294,19,"Agent Chase, Single Sided Head",4
fig-002295,21,Agent Charge with Helmet,5
fig-002296,24,Space Police III - Officer,5
fig-002297,13,Saw Fist,5
fig-002298,13,Agent Chase with Neck Bracket,5
fig-002299,12,Space Police III - Officer,5
fig-002300,20,Gold Tooth,4
fig-002301,19,Agent Fuse with Helmet,5
fig-002302,9,Agent Swipe,5
fig-002303,18,Dyna-Mite,4
fig-002304,16,Agent Fuse with Body Armor,5
fig-002305,16,Dollar Bill,4
fig-002306,11,Cam,4
fig-002307,11,Flex,4
fig-002308,10,Ogel Minion,5
fig-002309,29,"Skeleton, Evil Face, Crown",7
fig-002310,22,Aquaraider Diver,6
fig-002311,22,Aquaraider Diver with Black Hat,4
fig-002312,10,Aquanaut 3,5
fig-002315,19,Toa Inika Nuparu,7
fig-002316,19,Toa Inika Jaller,7
fig-002317,19,Toa Inika Hewkii,7
fig-002318,19,Piraka Zaktan,8
fig-002319,19,Piraka Thok,8
fig-002320,19,Piraka Reidak,8
fig-002321,19,Piraka Hakann,8
fig-002322,19,Toa Inika Hahli,7
fig-002323,19,Toa Inika Kongu,7
fig-002324,15,Frakjaw,6
fig-002325,38,"Skeleton, Red Eyes",6
fig-002326,13,"Knight with Scale Mail with Crown, and Helmet",4
fig-002327,20,"Nicole - Bright Light Yellow Top, Bright Pink Skirt",4
fig-002328,22,"Sarah - White Top, Bright Light Blue Skirt",4
fig-002329,21,"Marie - Bright Pink Blouse, Bright Pink Skirt",4
fig-002330,48,"Battle Droid, One Bent Arm, One Straight Arm",5
fig-002331,22,Katharina - Amazone,4
fig-002332,3,"Batman, Light Bluish Gray Suit, Black Cape and Cowl (1939 1st Appearance)",5
fig-002333,22,"Lance Spears, Trans-Bright Green Visor",5
fig-002334,5,"Knight (Dragon Knights) - Black Legs, Yellow Plumes, Plastic Cape",8
fig-002335,15,Dr. Octopus / Doc Ock (4 Juniors),3
fig-002336,26,"Sophie - Light Aqua Shirt, Bright Pink Skirt",4
fig-002337,30,"Anna - Dark Blue Vest, Red Dress",4
fig-002338,30,"Peter - White Shirt, Blue Trousers",4
fig-002339,32,"Ella - Magenta Top, White Trousers",4
fig-002340,32,"Theresa - Light Aqua Top, White Trousers",4
fig-002341,32,"Stephanie - White Top, Lime Trousers",4
fig-002342,32,"Mia - White/Lime Top, Bright Light Blue Skirt",4
fig-002343,32,"Andrew - Medium Blue Shirt, Dark Blue Trousers",4
fig-002344,32,"Maya - White Top, Magenta Skirt",4
fig-002345,26,"Mia - White Chef Jacket, Black Pants",4
fig-002346,26,"Danielle - Lavender Top, Dark Blue Skirt",4
fig-002347,29,"Andrea - Dark Azure Bikini, Bright Light Yellow Skirt",4
fig-002348,29,"Isabella - Lime Bikini, Magenta Skirt",4
fig-002349,31,"Matthew - Lime Vest, Dark Blue Trousers",4
fig-002350,31,"Ms. Stevens - Medium Lavender Shirt, White Dress",4
fig-002351,31,"Stephanie - White Jacket, Dark Purple Skirt, Magenta Bow",5
fig-002352,27,"Joanna - Orange Top, Magenta Trousers",4
fig-002353,27,"Emma - Dark Blue Top, Bright Pink Skirt",4
fig-002354,29,"Robert - Lime Vest, Dark Blue Trousers",4
fig-002355,29,"Stephanie - White Blouse, White Trousers, Bow",5
fig-002356,20,"Andrea - Magenta Top, Bright Light Orange Skirt",4
fig-002357,20,"Naya - White Top, Medium Lavender Skirt",4
fig-002358,22,"Andrew - Medium Blue Shirt, Dark Blue Trousers, Cap",4
fig-002359,22,"Emma - White Shirt, Sand Green Skirt",4
fig-002360,43,"Emma - Light Aqua Top, Bright Light Skirt",4
fig-002361,43,"Julian - Sand Green, Dark Blue Trousers",4
fig-002362,43,"Sophie - Face Mask, White Robe",4
fig-002363,43,"Stephanie - Dark Blue Top, Magenta Skirt",4
fig-002364,31,"Matthew - Tan Shirt, Dark Blue Trousers",4
fig-002365,31,"Mia - Medium Azure Shirt, Sand Green Skirt, Veterinarian",5
fig-002366,32,"Andrea - Bright Pink Top, Tan Shorts, Bow",5
fig-002367,32,"Stephanie - Lavender Blouse, Sand Green Skirt, Hat",5
fig-002368,31,"Stephanie - White/Lime Top, Magenta Skirt",4
fig-002369,31,"Kate - White/Magenta Bikini, Light Aqua Skirt",5
fig-002370,23,"Olivia - White/Lime top, Sand Blue Skirt",4
fig-002371,23,"Joanna - Dark Azure Bikini, White Trousers",4
fig-002372,35,"Mia - Lavender Top, Lime Trousers",4
fig-002373,35,"Liza - Magenta Top, White Trousers",4
fig-002374,35,"Luis - Orange Sweater, Dark BLue Trousers",4
fig-002375,35,"Charlotte - Sand Green Top, Magenta Dress",4
fig-002376,35,"Sandra - White Vest, Sand Green Skirt",4
fig-002377,35,"David - Dark Blue Vest, Black Trousers",4
fig-002378,35,"Stephanie - Light Aqua Top, Magenta Skirt",4
fig-002379,28,"Maya - White Plaid Top, Magenta Dress",4
fig-002380,28,"Mia - Magenta Top, Lime Trousers",4
fig-002381,37,"Andrea - White Top, Tan Shorts",4
fig-002382,37,Nate - Dark Red Piccolo,4
fig-002383,37,"Olivia - Dark Pink Top, Dark Purple Skirt",4
fig-002384,37,"Stephanie - Lime Bikini, Magenta Skirt, Bright Pink Flower",5
fig-002385,37,"Susan - Red Vest, Red Dress",4
fig-002386,23,"Natasha - Dark Purple Top, Dark Purple Skirt",4
fig-002387,23,"Emma - White Top, Medium Lavender Skirt",4
fig-002388,27,"Noah - White Red Shirt, Dark Blue Trousers",4
fig-002389,27,"Andrea - Bright Light Orange Top, Lime Shorts",5
fig-002390,34,"Stephanie - White/Lime Top, Lavender Skirt, Glasses",5
fig-002391,34,"Kate - Medium Azure Bikini, Bright Light Orange Skirt, Flower",5
fig-002392,19,"Olivia - White Blouse, Dark Purple Skirt",4
fig-002393,19,"Matthew - Tan Shirt, Black Trousers",4
fig-002394,21,"Livi - Black Top, Pearl Gold Skirt",5
fig-002395,21,"Emma - Medium Lavender Vest, Dark Blue Skirt",4
fig-002396,27,"Livi - Black Top, Dark BLue Skirt, Glasses",5
fig-002397,27,"Olivia - Dark BLue Vest, Medium Lavender Skirt, Flower",5
fig-002398,21,"Andrea - Magenta Top, Bright Light Orange Skirt",4
fig-002399,21,"Livi - Flat Silver Top, Flat Silver Skirt, Cape",5
fig-002400,25,"Livi - Medium Lavender Top, Flat Silver Skirt'",5
fig-002401,25,"Mia - Dark Blue Vest, Bright Light Blue Skirt",5
fig-002402,25,"Stephanie - White/Silver Top, Magenta Skirt",5
fig-002403,24,"Andrea - Bright Light Yellow Top, Tan Shorts",5
fig-002404,24,"Olivia - Sand Green Vest, Magenta Skirt",6
fig-002405,28,"Emma - Magenta Top, Sand Blue Skirt",4
fig-002406,28,"Joy - Magenta Vest, Sand Green Trousers",4
fig-002407,28,"Stephanie - Sand Green Vest, Dark Purple Skirt",4
fig-002408,25,"Olivia - Lime Top, Dark Purple Skirt",4
fig-002409,25,"Ben - Sand Green Hoodie, Dark BLue Trousers",4
fig-002410,18,"Stephanie - Medium Azure Top, Dark Purple Skirt",4
fig-002411,18,"Nate - White/Red Shirt, Dark Red Trousers",4
fig-002412,32,"Matthew - Tan Shirt, Sand BLue Trousers",4
fig-002413,32,"Andrea - Bright Light Orange Top, Medium Azure Skirt",5
fig-002414,32,"Naya - White/Magenta Top, Sand Green Trousers",5
fig-002415,25,"Stephanie - White Top, Medium Lavender Skirt",5
fig-002416,25,"Naomi - White Top, Magenta Apron",5
fig-002417,27,"Stephanie - White/Silver Top, Medium Azure Skirt",4
fig-002418,27,"Laurie - Dark Pink Top, Sand Blue Overall",4
fig-002419,26,"Iva - Lavender Top, Medium Azure Skirt",4
fig-002420,26,"Noah - Sand Green Hoodie, Dark Red Trousers",4
fig-002421,26,"Andrea - Magenta Vest, Bright Light Orange Skirt",4
fig-002422,12,Zed,4
fig-002423,17,Ogel Minion with Bubble Helmet,4
fig-002424,17,Arrow (Alpha Team),4
fig-002425,16,Dash (Alpha Team),4
fig-002426,14,Ogel with Helmet with Gold Visor,6
fig-002427,16,Android (Alpha Team),3
fig-002428,17,Charge,4
fig-002429,17,Radia (Alpha Team),4
fig-002430,12,Diamond,4
fig-002431,15,Flex (Alpha Team),4
fig-002432,12,Charge with Black and Blue Clothing,4
fig-002433,12,Crunch,4
fig-002434,24,Aquaraider Diver 8,6
fig-002435,22,Aquaraider Diver 6,6
fig-002436,12,Aquaraider Diver 7,6
fig-002437,20,Bobby,5
fig-002438,10,Smokey,20
fig-002439,25,"Skeleton, Standard Face, Dive Helmet and Mask with Aquaraiders Logo",8
fig-002440,26,Atlantis Shark Warrior,3
fig-002441,25,Atlantis Squid Warrior,4
fig-002442,25,Atlantis Portal Emperor,5
fig-002443,25,Samantha Rhodes,5
fig-002444,25,Axel with Backpack with Narrow Lights,11
fig-002445,25,Ace Speedman with Propeller,9
fig-002446,20,Jeff Fisher,5
fig-002447,21,Ace Speedman,5
fig-002448,17,Axel with Backpack with Wide Lights,13
fig-002449,25,Atlantis Barracuda Guard,5
fig-002450,21,Atlantis Lobster Guard (Short Legs),9
fig-002451,21,Atlantis Temple Statue,5
fig-002452,21,Samantha Rhodes,5
fig-002453,21,Ace Speedman with Lights and Propeller,18
fig-002454,25,Atlantis Hammerhead Warrior,4
fig-002455,23,Dr Brains (3626c),5
fig-002456,23,Brains (3626b),5
fig-002457,21,Jeff Fisher,5
fig-002458,14,Axel,5
fig-002459,15,"Lance Spears, Trans-Yellow Visor",5
fig-002460,17,Aang,3
fig-002461,17,Fire Nation Soldier,5
fig-002462,17,Firebender,6
fig-002463,11,Katara,4
fig-002464,11,Prince Zuko,4
fig-002465,15,Sokka,3
fig-002466,18,Aaron Bot,10
fig-002467,20,Ultra Violet with Oni Mask of Hatred,8
fig-002468,20,Nya with Skirt,7
fig-002469,20,Lloyd (Sons of Garmadon),5
fig-002470,30,Cole ZX with Shoulder Armor,5
fig-002471,28,"Soldier (Imperial Soldier II) - Black Beard, Blue Epaulettes",5
fig-002472,17,Pirate with Peg Leg and Dark Green Hat,4
fig-002473,30,"Astromech Droid, R2-D2, Flat Silver Dome, Dark Blue Print with Red Dots",4
fig-002474,7,Chopov with Shoulder Armor,7
fig-002475,18,Jay ZX (3626b Head),4
fig-002476,8,"Archer (Black Falcon) - Black Legs, Black Hips, Pointed Shield, Chin-Guard",5
fig-002477,8,"Knight (Black Falcon) - Black Legs, Black Hips, Pointed Shield, Neck-Protector",4
fig-002478,8,"Knight (Breastplate on Black) - Black Legs, Dark Gray Helmet, Blue Plume",6
fig-002479,8,"Knight (Breastplate on Blue) - Black Legs, Black Helmet, Red Plume, Plastic Cape",6
fig-002480,5,"Knight (Halved Shield) - Black Legs, Neck-Protector",4
fig-002481,5,"Knight (Halved Shield) - Light Gray Legs, Chin-Guard",4
fig-002482,35,Troll (Big Fig),8
fig-002483,12,"Ghost - Glow in the Dark, Brick Built Legs, 3626b",5
fig-002484,10,"Knight (Scale Mail on Red) - Black Arms, Black Legs, Black Neck-Protector, Plastic Cape",5
fig-002485,23,Worker with White Hat and Gray Beard,4
fig-002486,23,Worker with Black Hat (Docks),4
fig-002487,23,Worker with Black Hat (Crane Operator),4
fig-002488,17,Piraka Avak,8
fig-002489,17,Piraka Vezok,8
fig-002490,17,Toa Inika Matoro,7
fig-002491,18,Barraki Kalmah,7
fig-002492,18,Toa Mahri Hewkii,7
fig-002493,18,Barraki Takadox,7
fig-002494,16,Barraki Mantax with Pearl Dark Gray Torso,7
fig-002495,16,Barraki Mantax with Pearl Gold Torso,7
fig-002496,16,Barraki Pridak with Black Torso,7
fig-002497,16,Toa Mahri Hahli,7
fig-002498,16,Toa Mahri Jaller,7
fig-002499,16,Toa Mahri Kongu,7
fig-002500,16,Toa Mahri Matoro,7
fig-002501,16,Toa Mahri Nuparu,7
fig-002502,11,Barraki Ehlek,7
fig-002503,11,Barraki Pridak with Pearl Dark Gray Torso,7
fig-002504,11,Barraki Takadox,7
fig-002505,11,Toa Mahri,7
fig-002506,18,Commando Droid,5
fig-002507,17,"Clone Commander Gree, 41st Elite Corps Armor, Dark Green Markings (3626b Head)",4
fig-002508,23,General Cryptor (Rebooted),5
fig-002509,12,Chopov with Helmet,8
fig-002510,7,Wyplash with Horizontal Hands,8
fig-002511,10,Frakjaw with Red Shoulder Spikes,7
fig-002512,13,Frakjaw with Tan Hat,8
fig-002513,3,Iceklaw with Shoulder Armor,6
fig-002514,45,"C-3PO, Pearl Gold, Colorful Wires, Printed Legs",3
fig-002515,39,"Darth Vader, White Skin, 19888 Cape, Green Square on Chest Panel",6
fig-002516,26,Death Star Droid,3
fig-002517,30,"Emperor Palpatine, Tan Skin (19888 Cape)",5
fig-002518,26,"Grand Moff Wilhuff Tarkin, Dark Bluish Gray, Ruffled Hair",4
fig-002519,26,"Astromech Droid, R3-M3",4
fig-002520,26,"Imperial Gunner, Closed Mouth, Silver Imperial Logo",4
fig-002521,33,"Royal Guard, Dark Red Hands, 19888 Cape, 3626c Head",5
fig-002522,26,"Princess Leia, White Robe, Dark Brown Hair, Decorative Belt, Dual Sided Head Closed Mouth / Smile",4
fig-002523,34,"Obi-Wan Kenobi, Old, Long Dark Brown Robe",4
fig-002524,42,"Stormtrooper, Dark Blue Helmet Vents",4
fig-002525,26,"Imperial Officer / Lieutenant, Black Uniform",4
fig-002526,26,"Imperial Officer, Light Bluish Gray Uniform, Black Hat",4
fig-002527,37,"Han Solo, Black Vest, Dark Blue Legs, Ruffled Hair",4
fig-002528,27,"Han Solo, Stormtrooper Disguise, White Pupils",4
fig-002529,27,"Luke Skywalker, Stormtrooper Disguise, Printed Legs",4
fig-002530,32,"Luke Skywalker, Final Duel Outfit, Short Dark Tan Hair",4
fig-002531,24,Rivett,5
fig-002532,22,Nya (Hands of Time),5
fig-002533,22,Samurai X (P.I.X.A.L) (Hands of Time),7
fig-002534,22,General Machia,5
fig-002535,32,Slackjaw,4
fig-002536,13,Kai (Hands of Time),5
fig-002537,17,"Batman, Light Bluish Gray Suit, White Cape and Cowl (Arctic Batman)",5
fig-002538,17,Mr. Freeze with Diver Helmet,5
fig-002539,19,Black Manta (David Hyde) with Flat Silver Helmet,3
fig-002540,19,"Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Diving Suit",5
fig-002541,19,Robin in Scuba Outfit,6
fig-002542,13,"Kylo Ren, Light Nougat Hands",4
fig-002543,16,Unkar Plutt,3
fig-002544,39,BB-8,2
fig-002545,16,Teedo,3
fig-002546,21,"Han Solo, Old, Smile",4
fig-002547,21,Kanjiklub Gang Member,4
fig-002548,21,Tasu Leech,4
fig-002549,24,"Princess Leia, Hoth Outfit, White Jacket, Printed Breathing Mask",4
fig-002550,24,"Han Solo, Dark Blue Jacket, Dark Brown Legs, Printed Breathing Mask",4
fig-002551,27,"Han Solo, Old, Angry",4
fig-002552,26,Unkar's Thug,4
fig-002553,41,Claire Dearing,4
fig-002554,29,Franklin Webb,4
fig-002555,26,Rex Dangervest (Dual Sided Head with Clenched Teeth),4
fig-002556,23,RO-GR (Roger),5
fig-002557,20,Quarrie,3
fig-002558,20,"Zander, Dark Tan Jacket",4
fig-002559,14,Nindroid,4
fig-002560,21,Pirate Boy,5
fig-002561,21,Pirate Girl,4
fig-002562,9,Crunch with Trans-Dark Blue Diving Mask,6
fig-002563,9,Radia with White Cap,4
fig-002564,9,Ogel Minion Commander,4
fig-002565,20,Berserker,6
fig-002566,27,Bruce Banner (Hulk),4
fig-002567,20,Valkyrie,5
fig-002568,20,Thor with Helmet,5
fig-002569,20,Hela,5
fig-002570,16,Fangtom,3
fig-002571,22,Pythor P. Chumsworth (Purple),3
fig-002572,19,Kai ZX with Rocket Pack,15
fig-002573,26,Skales,3
fig-002574,29,Lord Garmadon,6
fig-002575,23,Master Wu,5
fig-002576,9,Krazi,7
fig-002577,26,Wyplash,8
fig-002578,22,Bonezai - 3626b Head,6
fig-002579,24,"Andrea - Lavender Top, Medium Azure Skirt",4
fig-002580,29,"Stephanie - White Plaid Top, Dark Purple Skirt",4
fig-002581,29,"Mia - Red Vest, White Trousers",4
fig-002582,39,Nya (Legacy),4
fig-002583,30,"Daniel - Orange Shirt, Dark BLue Trousers",4
fig-002584,30,"Mia - Light Aqua Top, Medium Azure Skirt",4
fig-002585,25,"Sophie - Dark Azure Vest, Dark Blue Skirt, Veterinarian",4
fig-002586,25,"Olivia - Red Jacket, Tan Trousers",4
fig-002587,34,"Livi - Dark Purple Top, Dark Purple Skirt",6
fig-002588,34,"Andrea- Magenta Vest, Light Aqua Skirt",6
fig-002589,13,"Kate - Tan Top, Bright Light Orange Skirt",4
fig-002590,13,"Liza - Magenta Top, Lime Trousers",4
fig-002591,13,"Maya - Sand Green Vest, Sand Blue Skirt",4
fig-002592,27,"Andrea - Magenta Top, Bright Light Orange Skirt, Flower",5
fig-002593,27,"Emma - Medium Azure Top, Lime Skirt",5
fig-002594,24,"Sienna - Magenta Top, Medium Azure Skirt",4
fig-002595,26,"Julian - White/Red Shirt, Dark Blue Trousers",4
fig-002596,26,"Olivia - Lime Top, Magenta Skirt",4
fig-002597,31,Dr. Patel - Lab Coat,4
fig-002598,31,"Henry - Red Shirt, Dark Blue Trousers",4
fig-002599,31,"Olivia - White Jacket, Sand Blue Trousers",4
fig-002600,22,"Oliver - Green Jacket, Dark Red Trousers",4
fig-002601,22,"Emma - White Top, Magenta Apron",4
fig-002602,27,"Robert - Medium Blue Jacket, Sand Blue Trousers",4
fig-002603,28,"Andrea - Lime Bikini, Medium Azure Skirt",5
fig-002604,28,"Martina - Dark Pink Bikini, Lime Skirt",5
fig-002605,29,"Andrea - Bright Light Orange Ski Vest, Medium Lavender Skirt, Glasses",5
fig-002606,29,"Amy - Medium Azure Ski Vest, Light Aqua Trousers, Glasses",5
fig-002607,19,"Mia - Bright Light Blue Sweater, Magenta Trousers",4
fig-002608,19,"Amanda - Medium Lavender Ski Vest, Dark Blue Skirt",4
fig-002609,25,"Nate - White/Lime Ski Vest, Dark Blue Trousers",4
fig-002610,25,"Stephanie - Medium Azure Ski Vest, Light Aqua Skirt",4
fig-002611,26,"Mia - Lime Ski Vest, Dark Blue Trousers",5
fig-002612,26,"Olivia - Bright Light Orange Ski Vest, Magenta Trousers",5
fig-002613,31,"Stephanie - White/Magenta Top, Dark Blue Skirt",5
fig-002614,31,"James - Tan Sweater, White Trousers",4
fig-002615,31,"Alicia - Dark Blue Jacket, Light Aqua Trousers",4
fig-002616,32,"Liam - Bright Green/Yellow Shirt, Sand Blue Trousers",4
fig-002617,28,"Stephanie - Dark Purple Top, Medium Azure Skirt",6
fig-002618,28,"Olivia - Dark Pink Bikini, Dark Pink Trousers",6
fig-002619,24,"Emma - Dark Pink Top, Light Aqua Skirt",4
fig-002620,24,"Andrea - Medium Blue Jacket, Dark Blue Skirt, Cape",6
fig-002621,22,"Andrea - Dark Azure/Gold Jacket, Dark Blue Skirt",4
fig-002622,22,"Steve - Sand Green Shirt, Dark Blue Trousers",4
fig-002623,27,Emma - Lavender/White Race Suit,5
fig-002624,27,Dean - Dark Red Overall,4
fig-002625,27,Andrea - Orange/Azure/White Race Suit,4
fig-002626,27,"Dottie - Black Jacket, Blue Trousers",4
fig-002627,25,"Emma - Magenta Top, Light Aqua Apron",4
fig-002628,35,"Policeman, Dark Blue Suit with Large Lapels and Gold Buttons, Police Hat",4
fig-002629,32,"Stephanie - Medium Azure Top, Dark Blue Skirt",4
fig-002630,33,"Olivia - Dark Pink Bikini, Bright Light Yellow Skirt",5
fig-002631,33,"Andrea - Magenta Top, Magenta Skirt",5
fig-002632,33,"Mason - Bare Chest, Dark Red Trousers",4
fig-002633,33,"Stephanie - Dark Purple/Medium Blue Bikini, Dark Blue Skirt",5
fig-002634,26,"Mia - Lime Top, Dark Purple Skirt, Life Vest",5
fig-002635,26,"Stephanie - Azure Top, Dark Blue Skirt, Life Vest",5
fig-002636,27,"Daniel - Green Jacket, Dark Blue Trousers",4
fig-002637,27,"Mia - Blue Plaid Shirt, Lime Trousers",4
fig-002638,25,"Zack - Dark Blue Jacket, Sand Green Trousers",4
fig-002639,36,"Mia - Bright Light Orange/Lime Racing Suit, Bright Light Orange Helmet",5
fig-002640,25,"Vicky - Gold Top, Black Trousers",4
fig-002641,25,"Stephanie - Medium Azure Top, Medium Azure Skirt",4
fig-002642,31,"Stephanie - Dark Purple/Azure Race Suit, Bright Light Blue Helmet",5
fig-002643,31,"Vicky - Red/Yellow/Black Racing Suit, Red Helmet",5
fig-002644,31,"Andrea - Pearl Gold Bikini, White Skirt, Flower",5
fig-002645,31,"Stephanie - Medium Blue/Dark Purple Bikini, Bright Pink Skirt",5
fig-002646,25,"Andrea - Black Top, Magenta/Light Aqua Skirt",5
fig-002647,25,"Chloe - Orange Vest, Black Skirt",4
fig-002648,33,Stephanie - Medium Azure Wet Suit,4
fig-002649,33,Kacey - Dark Blue Wet Suit,4
fig-002650,24,"Andrea - Dark Turquoise Jacket, Dark Blue Skirt",4
fig-002651,24,"Emma - Dark Pink Top, Blue Trousers",4
fig-002652,18,"Andrea - Silver Jacket, Dark Blue Skirt",4
fig-002653,43,"Ethan - Sand Green Hoodie, Black Trousers, Open Mouth",4
fig-002654,26,"Olivia - Medium Blue Jacket, Bright Light Yellow Skirt, Flower",5
fig-002655,26,"Vicky - Yellow Plaid Shirt, Sand Blue Trousers, Magenta Bow",5
