fig_num,fig_name,num_parts,age_group_heuristic
fig-000369,Mr. Cunningham,4,Unspecified
fig-000370,"Racer, Woman, Green and White Outfit with Crocodile, Green Helmet with Visor",5,Adult-coded
fig-000371,"Racer, Red and White Outfit with Scorpion, Red Helmet with Visor",5,Unspecified
fig-000372,"Bandit, Black Hard Hat",4,Unspecified
fig-000373,"Classic Spaceman, Blue with Airtanks (3842a Helmet)",5,Adult-coded
fig-000374,"Santa, Plain Red with Black Hips",5,Unspecified
fig-000375,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Red Hard Hat, Glasses",4,Unspecified
fig-000376,"Cameraman - Blue Legs, Blue Cap",4,Adult-coded
fig-000377,Stunt Driver,5,Unspecified
fig-000378,Battle Goddess,6,Unspecified
fig-000379,"LEGOLAND Blue Torso, Red Legs, Black Hat",4,Unspecified
fig-000380,"Man, Dark Azure Shirt, Dark Tan Legs, Dark Bluish Gray Hat, Red Backpack",5,Adult-coded
fig-000381,"Soccer Player White Torso, Blue Legs #11",4,Unspecified
fig-000382,"Pirate - Blue Jacket, Light Gray Legs, Black Tricorne",4,Unspecified
fig-000383,"Pirate - Red Stripes, Blue Legs, Red Bandana, 3626a",4,Unspecified
fig-000384,"Man, White Torso with Shell Logo, Red Legs, Red Hat",4,Adult-coded
fig-000385,"Man, Plain Red, Red Hat",4,Adult-coded
fig-000386,"Racer, White Jacket with Zipper, White Helmet with Visor (3626b Head)",5,Unspecified
fig-000387,"Man, Red Jacket with Zipper, Red Legs, Black Helmet",4,Adult-coded
fig-000388,"Knight (Scale Mail on Red) - Red Arms, Black Legs, Dark Gray Neck-Protector",4,Unspecified
fig-000389,"Racer, Black Jacket with Zipper, Black Helmet with Visor (3626a Head)",5,Unspecified
fig-000390,"Knight (Scale Mail on Blue) - Black Arms, Blue Legs, Dark Gray Neck-Protector",4,Unspecified
fig-000391,"Racer, White Jacket with Zipper, White Helmet with Visor (3626a Head)",5,Unspecified
fig-000392,"Olivia - Dark Pink Top, Dark Blue Skirt",4,Unspecified
fig-000393,"White Torso with Flowers, Orange Legs, Black Ponytail (3626b Head)",4,Unspecified
fig-000394,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Cap (3626b Head)",4,Adult-coded
fig-000395,"Woman, Tied Pink Tank Top with Flowers, White Legs, Black Hair, Yellow Life Vest",5,Adult-coded
fig-000396,"Racer, Blue Jacket with Octan Logo, Blue Legs, White Helmet with Visor",5,Unspecified
fig-000397,"Santa, Plain Red with Light Gray Legs, and Back Basket",6,Unspecified
fig-000398,"Man, White Tank Top with Windsurfer, Yellow Legs, Brown Hair, Yellow Life Vest, Moustache",5,Adult-coded
fig-000399,"Man, Green Jacket, White Legs, Blue Cap, Yellow Life Vest, Blue Sunglasses",5,Adult-coded
fig-000400,Officer (Imperial Guard) - Yellow Epaulettes,5,Unspecified
fig-000401,"Blue Torso, White Legs, Red Cap",4,Unspecified
fig-000402,"Man, Dark Blue Plaid Shirt, Dark Blue Legs, Red Cap, Silver Sunglasses",4,Adult-coded
fig-000403,"Man - Green Torso, Red Legs, Red Cap",4,Adult-coded
fig-000404,"Pirate - Blue Stripes, Black Legs, Black Tricorne",4,Unspecified
fig-000405,"Racer, Blue Jacket with Zipper, Blue Helmet with Visor",5,Unspecified
fig-000406,Blacktron I (3626a Head),6,Unspecified
fig-000407,"Knight (Scale Mail on Red) - Black Arms, Black Legs, Black Neck-Protector",4,Unspecified
fig-000408,"Troll King, Metallic Copper Crown",5,Unspecified
fig-000409,"Man, Green Jacket, Green Legs, Black Hair, Yellow Life Vest, Sunglasses",5,Adult-coded
fig-000410,"Racer, White Top with Large Octan Logo, Red Legs, Red Helmet with Visor",5,Unspecified
fig-000411,Indiana Jones,4,Unspecified
fig-000412,"Man, Plain Black, Black Helmet with Visor, Sunglasses",5,Adult-coded
fig-000413,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, White Helmet, Breathing Apparatus, Airtanks, Stubble",7,Adult-coded
fig-000414,Ned Flanders (CMF),3,Unspecified
fig-000415,Ogel Minion,5,Unspecified
fig-000416,Highland Battler,4,Unspecified
fig-000417,Zane (The Golden Weapons),4,Unspecified
fig-000418,Kai (The Golden Weapons),4,Unspecified
fig-000419,"Arctic Crew, Green, Hood",4,Unspecified
fig-000420,"Man, Green Jacket, Dark Bluish Gray Legs, Hood, Silver Sunglasses",4,Adult-coded
fig-000421,"Infomaniac, LEGO Logo on Back",4,Adult-coded
fig-000422,Cole DX,4,Unspecified
fig-000423,"White Torso, Palm Tree, Black Legs, Black Hair",4,Unspecified
fig-000424,"White Torso, Freestyle, Green Legs, Red Cap",4,Unspecified
fig-000425,"Pilot, Black Jacket with Zipper, White Helmet with Trans-Light Blue Visor",5,Unspecified
fig-000426,Master Wu (The Golden Weapons),5,Unspecified
fig-000427,"Blue Torso, Tan Legs, Black Hair",4,Unspecified
fig-000428,"Racer, White Jacket with 2 Stars, Red Helmet with Visor, Sunglasses",5,Unspecified
fig-000429,Biker Bob,5,Unspecified
fig-000430,"Knight (Fright Knights) - Red Legs, Black Hips",4,Unspecified
fig-000431,"Diver, Woman, Blue Wetsuit, Black Helmet with Mask, Airtank",6,Adult-coded
fig-000432,"Racer, Extreme Team, Black Jacket, Green Legs, Blue Cap, Yellow Life Vest",5,Unspecified
fig-000433,"Man, Plain White, Red Helmet with Visor",5,Adult-coded
fig-000434,"Worker, Blue Jacket with Orange Stripes, Blue Legs, Blue Cap, Silver Sunglasses",4,Unspecified
fig-000435,"Man, Green Overalls over Red Shirt, Blue Cap",4,Adult-coded
fig-000436,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Red Hard Hat",4,Unspecified
fig-000437,"Boy, White and Blue Hoodie, Short Blue Legs, Red Cap",4,Child-coded
fig-000438,"Indian - Tan Clothing, Blue Trim, Quiver",6,Unspecified
fig-000439,"Classic Spaceman, White with Airtanks (2446 Helmet) (3626b Head)",5,Adult-coded
fig-000440,"Firefighter, Black Fire Suit, Bright Light Yellow Ponytail Hair",4,Unspecified
fig-000441,"Knight (Crusader Lion) - Blue Legs and Hips, Chin-Guard",4,Unspecified
fig-000442,"Man, Blue Jacket with Zipper, Blue Legs, White Cap, Sunglasses",4,Adult-coded
fig-000443,"Construction Worker, Blue Overalls over Medium Blue Shirt, Red Hard Hat, Goatee Beard",4,Unspecified
fig-000444,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap, Yellow Life Vest, Silver Sunglasses",5,Adult-coded
fig-000445,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Cap",4,Adult-coded
fig-000446,"Fireman, Red Jacket with Straps, White Helmet with Visor, Orange Sunglasses",5,Adult-coded
fig-000447,Jay (The Golden Weapons),4,Unspecified
fig-000448,"Woody, Molded Head",3,Unspecified
fig-000449,Green Army Man,5,Adult-coded
fig-000450,Jake Raines in Hat with Goggles,5,Unspecified
fig-000451,Gypsy Moth / Navigator Sharp with Airtanks,5,Unspecified
fig-000452,Rattla,4,Unspecified
fig-000453,"Lion Knight, Archer, Wide Brim Helmet, Quiver",5,Unspecified
fig-000454,"Dragon Knight, Dark Green, Pearl Titanium Helmet, Stubble",4,Unspecified
fig-000455,Jay ZX (3626c Head),4,Unspecified
fig-000456,"Mia - Medium Blue Top, Lime Shorts",4,Unspecified
fig-000457,"Harry Potter, Gryffindor Sweater with Crest",4,Unspecified
fig-000458,"Racer, Red Jacket with Classic Space Logo, Blue Helmet with Visor",5,Unspecified
fig-000459,Football Player,6,Unspecified
fig-000460,Hawkeye with Red Glasses,4,Unspecified
fig-000461,Lex Luthor with Dark Purple Legs and Bright Green Shoulder Armor,7,Unspecified
fig-000462,"Racer, White Shirt with Two Stripes and 'S', White Legs, Black Helmet",4,Unspecified
fig-000463,Winter Soldier,4,Unspecified
fig-000464,Lord Sam Sinister,4,Unspecified
fig-000465,"Fireman, Orange Safety Vest with Radio, Dark Red Helmet, Beard",4,Adult-coded
fig-000466,"Geonosian, Dark Tan",3,Unspecified
fig-000467,"Blue Jacket, White Legs, Black Hair",4,Unspecified
fig-000468,"Man, Plain Black, Helmet and Visor",6,Adult-coded
fig-000469,Professor Webb / Locust with Airtanks,5,Unspecified
fig-000470,Insectoids Droid / Gigabot,4,Unspecified
fig-000471,"Harry Potter, Yellow Skin, Hogwarts Sweater with Crest, Black Hat, Cape with Stars",5,Unspecified
fig-000472,"Blue Torso, Green Legs, Red Hat",4,Unspecified
fig-000473,"Hulk, Dark Purple Pants, Printed Dark Red Stripes and Avengers Logo",4,Unspecified
fig-000474,"Ninja, Master",5,Unspecified
fig-000475,"Shogun, Armor and Helmet with Horn, White Robe",6,Unspecified
fig-000476,"Man, Green Jacket, Black Legs, Black Cap",4,Adult-coded
fig-000477,"Timmy, Green Legs, Blue Cap",4,Unspecified
fig-000478,"Man, Blue Overalls, Red Hard Hat",4,Adult-coded
fig-000479,"Santa, Plain Red, White Hands, White Eyebrows",5,Unspecified
fig-000480,"Boy, Plain Red Torso, Short Blue Legs, Reddish Brown Hair",4,Child-coded
fig-000481,"Racer, Lime and Black Jumpsuit, Black Helmet with Visor",5,Unspecified
fig-000482,Chief,5,Unspecified
fig-000483,"Man, White Torso, Light Gray Legs, Maersk Blue Cap",4,Adult-coded
fig-000484,Jing Lee the Wanderer,4,Unspecified
fig-000485,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Stubble Beard",4,Unspecified
fig-000486,Race Driver - Team Daredevil 6,4,Unspecified
fig-000487,"RoboForce, Yellow",6,Unspecified
fig-000488,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs #11",4,Unspecified
fig-000489,Buzz Lightyear with Molded Head,7,Unspecified
fig-000490,"Soccer Player Red Torso, White Legs, #18",4,Unspecified
fig-000491,Heroic Knight,7,Unspecified
fig-000492,"Emma - Sand Green Top, Dark Pink Shorts",4,Unspecified
fig-000493,"Kobe Bryant, Los Angeles Lakers #8",3,Unspecified
fig-000494,"Pau Gasol, Memphis Grizzlies #16",3,Unspecified
fig-000495,"Tony Parker, San Antonio Spurs #9",3,Unspecified
fig-000496,"Snowboarder, Dark Gray, Red Helmet, White Vest",6,Unspecified
fig-000497,"Basketball Player, Violet Torso, Violet Legs #3, Non-Spring Legs",3,Unspecified
fig-000498,"Basketball Player, Red Torso, Red Non-spring Legs #4",3,Unspecified
fig-000499,Lizard Man,5,Adult-coded
fig-000500,"Woman, Medium Dark Pink Torso, White Legs, Black Hair",4,Adult-coded
fig-000501,LEGOLAND Red with White Cowboy Hat,4,Child-coded
fig-000502,Mr. Good and Evil,4,Unspecified
fig-000503,"LEGOLAND Red Torso, Red Legs, White Hat",4,Unspecified
fig-000504,Hera Syndulla,4,Unspecified
fig-000505,"Wizard (Dragon Knights) - Majisto/Wiz, no Cape",5,Unspecified
fig-000506,AT-DP Pilot,4,Unspecified
fig-000507,"Clone Trooper, Phase II Armor, Angry, Printed Legs (11217 Helmet)",4,Unspecified
fig-000508,Hikaru in Gold Armor,4,Unspecified
fig-000509,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, Cheek Lines",4,Unspecified
fig-000510,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Light Nougat Hands",4,Unspecified
fig-000511,"Liza - Lime/White Top, Dark Pink Skirt",4,Unspecified
fig-000512,"Olivia - Orange Top, Bright Pink Skirt",4,Unspecified
fig-000513,"Andrea - Lime Top, Light Aqua Skirt",4,Unspecified
fig-000514,"Racer, White Jacket with Zipper, Black Helmet with Visor",5,Unspecified
fig-000515,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Cap",4,Adult-coded
fig-000516,"Darth Vader, Light Bluish Gray Skin, Scarred Right Cheek, Eyebrows",5,Unspecified
fig-000517,Policeman with Life Jacket,5,Adult-coded
fig-000518,Mountain Climber,4,Unspecified
fig-000519,Naida Riverheart with Flower in Hair,5,Unspecified
fig-000520,"Man, Red Jacket with Zipper and Pockets, Blue Legs, Blue Cap",4,Adult-coded
fig-000521,"Cameraman - Red Legs, Red Cap",4,Adult-coded
fig-000522,Actress,4,Unspecified
fig-000523,"Cameraman - Red Torso, White Legs, White Cap",4,Adult-coded
fig-000524,Actor 2,4,Unspecified
fig-000525,Actor 3,4,Unspecified
fig-000526,Pharaoh Hotep,4,Unspecified
fig-000527,"Fireman with Reflective Stripes and Radio, White Fire Helmet, and Beard Stubble",4,Adult-coded
fig-000528,Nya (The Golden Weapons),4,Unspecified
fig-000529,Stitch (CMF),3,Unspecified
fig-000530,"Diver, Man, Red Wetsuit, Red Helmet with Mask, Airtank, Stubble",6,Adult-coded
fig-000531,"Man, Red Jacket with Zipper, Red Legs, Black Hat",4,Adult-coded
fig-000532,Alien (CMF),3,Unspecified
fig-000533,"Stephanie - Lavender Jacket, Scarf, Light Aqua Skirt",4,Unspecified
fig-000534,"Black Torso, Black Legs, White Hat",4,Unspecified
fig-000535,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest, Silver Sunglasses",5,Unspecified
fig-000536,Saxophone Player,4,Unspecified
fig-000537,Aladdin (CMF),4,Unspecified
fig-000538,Genie (CMF),5,Unspecified
fig-000539,Baron Von Barron (Pilot) with Light Gray Hat,6,Unspecified
fig-000540,"Man, Green Jacket, Black Legs, Sunglasses",4,Adult-coded
fig-000541,"White Torso, Black Legs, Red Hat",4,Unspecified
fig-000542,"Construction Worker, Orange Safety Vest with Zipper and Pockets, Blue Legs, Red Hard Hat",4,Unspecified
fig-000543,Lady Robot,5,Adult-coded
fig-000544,"Green Torso with T, Green Legs, White Cap",4,Unspecified
fig-000545,"Horseback Rider, Team GB (CMF)",5,Unspecified
fig-000546,"Fireman, Black Fire Jacket with Red Belt and Badge, White Helmet, Moustache",4,Adult-coded
fig-000547,"Man, Green Jacket, White Legs, Black Hair",4,Adult-coded
fig-000548,Alice (CMF),5,Unspecified
fig-000549,"Blue Torso Shirt, Blue Legs, Black Hat",4,Unspecified
fig-000550,Cheshire Cat (CMF),4,Unspecified
fig-000551,Dino Tracker,4,Unspecified
fig-000552,Daisy Duck with Lavender Top (CMF),5,Unspecified
fig-000553,"TIE Pilot, Plain Legs, Plain Brown Head",4,Unspecified
fig-000554,Soccer Player Coca-Cola Defender,4,Unspecified
fig-000555,Coca-Cola Defender 2,4,Unspecified
fig-000556,Soccer Player Coca-Cola Forward 1,4,Unspecified
fig-000557,Soccer Player Coca-Cola Forward 2,4,Unspecified
fig-000558,Soccer Player Coca-Cola Defender 3,4,Unspecified
fig-000559,Soccer Player Coca-Cola Midfielder 2,4,Older Adult-coded
fig-000560,Soccer Player Coca-Cola Forward 3,4,Unspecified
fig-000561,Soccer Player Coca-Cola Forward 4,4,Unspecified
fig-000562,Soccer Player Coca-Cola Referee,4,Unspecified
fig-000563,Soccer Player Coca-Cola Hot Dog Girl,4,Child-coded
fig-000564,Soccer Player Coca-Cola Doctor,4,Unspecified
fig-000565,"TV Worker - White Torso, Blue Legs, Blue Cap, Soccer",4,Unspecified
fig-000566,"Red Riding Jacket with Award Ribbon, Black Riding Helmet, and White Legs",4,Unspecified
fig-000567,Soccer Player Coca-Cola Secret A,4,Unspecified
fig-000568,Soccer Player Coca-Cola Secret B,4,Unspecified
fig-000569,Donald Duck (CMF),5,Unspecified
fig-000570,"Olivia - Bright Pink Top, Lime Trousers",4,Unspecified
fig-000571,"C-3PO, Chrome Gold (30th Anniversary)",3,Unspecified
fig-000572,Aztec Warrior,4,Unspecified
fig-000573,"Wizard (Dragon Knights) - Majisto/Wiz, Plastic Cape",6,Unspecified
fig-000574,Minnie Mouse with Dark Pink with White Spots Dress and Bow (CMF),5,Unspecified
fig-000575,Royal Soldier,4,Unspecified
fig-000576,Mickey Mouse (CMF),3,Unspecified
fig-000577,"Man, Plain Blue, Red Hard Hat",4,Adult-coded
fig-000578,"Train Worker - Red Vest, Blue Legs, White Helmet, Plain Face",4,Unspecified
fig-000579,Jester,4,Unspecified
fig-000580,"Train Worker - Red Vest, Dark Gray Legs, White Helmet, Sunglasses",4,Unspecified
fig-000581,"Darth Vader, Chrome Black",5,Unspecified
fig-000582,"Conductor - Yellow Jacket, Black legs, Red Hat",4,Unspecified
fig-000583,Swashbuckler,5,Unspecified
fig-000584,"Conductor - Blue Jacket, Black Legs, Red Hat (3626a Head)",4,Unspecified
fig-000585,Mr. Incredible (CMF),4,Unspecified
fig-000586,Syndrome (CMF),5,Unspecified
fig-000587,"Racer, Blue Jumpsuit with Octan Logo, Blue Cap, Yellow Life Vest 2610, Silver Sunglasses",5,Unspecified
fig-000588,"LEGOLAND White Torso, Red Legs, Red Hat",4,Unspecified
fig-000589,Cowgirl,4,Child-coded
fig-000590,Peter Pan (CMF),4,Unspecified
fig-000591,Captain Hook (CMF),4,Unspecified
fig-000592,Hun Warrior,5,Unspecified
fig-000593,"Hermione Granger, Yellow Skin, Medium Blue Sweater",4,Unspecified
fig-000594,"Ron Weasley, Yellow Skin, Blue Sweater, Cape with Stars",5,Unspecified
fig-000595,"Harry Potter, Yellow Skin, Gryffindor Sweater with Crest, Violet Cape",5,Unspecified
fig-000596,Razar with Flat Silver Shoulder Armor,10,Unspecified
fig-000597,Ursula (CMF),4,Unspecified
fig-000598,"Man - White Torso, Blue Overall, Blue Cap - 3626b Head",4,Adult-coded
fig-000599,"Green Torso, White Legs, White Cap",4,Unspecified
fig-000600,Ariel (CMF),4,Unspecified
fig-000601,"Darth Maul, Horns, Printed Red Arms",4,Unspecified
fig-000602,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Yellow Life Vest, Stubble",6,Unspecified
fig-000603,Fairy,6,Unspecified
fig-000604,"Policewoman, Black Jacket with Zipper and Badge, White Cap",4,Adult-coded
fig-000605,Joachim Low (CMF),4,Unspecified
fig-000606,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Black Helmet with Visor, Breathing Apparatus, Airtanks, Moustache",7,Adult-coded
fig-000607,"Arctic Explorer, Hood, Printed Orange Goggles",4,Unspecified
fig-000608,"Jay, Kendo Outfit",5,Unspecified
fig-000609,"Fireman, Black Fire Jacket with Reflective Stripes, Radio, and Badge, Yellow Hands, White Helmet, Cheek Lines",4,Adult-coded
fig-000610,TC-14,3,Unspecified
fig-000611,"Stephanie - White Top, Magenta Skirt",4,Unspecified
fig-000612,Elrond,5,Unspecified
fig-000613,Thomas Muller,4,Unspecified
fig-000614,"Blue Torso, Black Legs, Red Hat",4,Unspecified
fig-000615,Cyclops,4,Unspecified
fig-000616,"Policeman, Black JAcket with Zipper, Radio, Badge, and 'POLICE' on Back, White Helmet with Visor, Silver Sunglasses",5,Adult-coded
fig-000617,"Red Torso, Orange Legs, Black Hair",4,Unspecified
fig-000618,"Man, Black Jacket, Dark Blue Legs, Reddish Brown Flat Cap",4,Adult-coded
fig-000619,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Black Cap",4,Unspecified
fig-000620,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Cheek Lines",4,Unspecified
fig-000621,"Wizard (Fantasy Era) - Good, no Cape",5,Unspecified
fig-000622,Max Villano with Backpack,5,Unspecified
fig-000623,"Race Driver, Black Racing Suit, Black Hair",4,Unspecified
fig-000624,"Mars Astronaut, Smirk / Scared",5,Unspecified
fig-000625,Andre Schurrle (CMF),4,Unspecified
fig-000626,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Orange Sunglasses",5,Unspecified
fig-000627,Sami Khedira (CMF),4,Unspecified
fig-000628,Mike,4,Unspecified
fig-000629,Baron Von Barron,5,Unspecified
fig-000630,"Construction Worker, Orange Safety vest, Orange Legs, Grey Beard",4,Unspecified
fig-000631,Dr. Charles Lightning,4,Unspecified
fig-000632,Miss Gail Storm with Backpack,5,Unspecified
fig-000633,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Brown Eyebrows",4,Adult-coded
fig-000634,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Cap (3626a Head)",4,Adult-coded
fig-000635,"Lifeguard, White Tank Top with Windsurfer, Blue Legs, Ponytail",4,Unspecified
fig-000636,Hikaru,4,Unspecified
fig-000637,Jerome Boateng (CMF),4,Unspecified
fig-000638,Shadow Knight Vladek,4,Unspecified
fig-000639,Jayko,4,Unspecified
fig-000640,"Man, Open Dark Blue Jacket, Tan Legs, Red Cap",4,Adult-coded
fig-000641,"Man, White Torso, Blue Legs, Red Hat",4,Adult-coded
fig-000642,"Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626a",4,Unspecified
fig-000643,"Man, Blue Overalls over Shirt, Blue Legs, Blue Cap",4,Adult-coded
fig-000644,"Peasant - Light Gray Legs, Brown Hood",4,Unspecified
fig-000645,"King (Royal Knights) - Blue Legs, Blue Hips, no Cape",4,Unspecified
fig-000646,"Knight (Fright Knights) - Black Helmet, no Plume",4,Unspecified
fig-000647,Max Kruse (CMF),4,Unspecified
fig-000648,Bat Lord (Fright Knights) - Cape,5,Unspecified
fig-000649,"Basketball Player, Tan Torso, Black Legs",3,Unspecified
fig-000650,"Woman - White Torso, Red Legs, Black Hair",4,Adult-coded
fig-000651,Medusa,4,Unspecified
fig-000652,"Construction Worker, Blue Torso, Black Legs, Red Hard Hat, Yellow Vest",5,Unspecified
fig-000653,"Man, Open Black Jacket over Red Shirt, Blue Legs, Black Cap",4,Adult-coded
